date,time,room,camera1,camera2,camera3,total_occupancy,cleaning,Deep Cleaning
30-03-2022,09:40:15,M1 Saperation Room,2,0,0,2,False,False
30-03-2022,09:40:23,M1 Saperation Room,2,0,0,2,False,False
30-03-2022,09:40:27,M2 Purification Room,1,1,,2,True,False
30-03-2022,09:40:31,M1 Saperation Room,2,0,0,2,False,False
30-03-2022,09:40:34,M1 Saperation Room,3,0,0,3,False,False
30-03-2022,09:40:34,M2 Purification Room,0,1,,1,True,False
30-03-2022,09:40:38,M2 Purification Room,1,1,,2,True,False
30-03-2022,09:40:38,M1 Saperation Room,2,0,0,2,False,False
30-03-2022,09:40:43,M1 Saperation Room,2,0,0,2,False,False
30-03-2022,09:40:43,M2 Purification Room,0,1,,1,True,False
30-03-2022,09:40:46,M1 Saperation Room,2,0,0,2,False,False
30-03-2022,09:40:49,M2 Purification Room,0,1,,1,True,False
30-03-2022,09:40:51,M1 Saperation Room,2,0,0,2,False,False
30-03-2022,09:40:54,M1 Saperation Room,2,0,0,2,False,False
30-03-2022,09:40:54,M2 Purification Room,1,1,,2,False,True
30-03-2022,09:40:58,M2 Purification Room,1,1,,2,False,True
30-03-2022,09:40:58,M1 Saperation Room,1,0,0,1,False,False
30-03-2022,09:41:06,M2 Purification Room,0,0,,0,False,False
30-03-2022,09:41:06,M1 Saperation Room,1,0,0,1,False,False
30-03-2022,09:41:09,M2 Purification Room,0,0,,0,False,False
30-03-2022,09:41:15,M2 Purification Room,0,1,,1,False,True
30-03-2022,09:41:19,M2 Purification Room,0,1,,1,False,True
30-03-2022,09:41:20,M1 Saperation Room,2,0,0,2,False,False
30-03-2022,09:41:24,M1 Saperation Room,3,0,0,3,False,False
30-03-2022,09:41:26,M2 Purification Room,0,2,,2,False,True
30-03-2022,09:41:30,M2 Purification Room,1,0,,1,False,False
30-03-2022,09:41:30,M1 Saperation Room,2,0,0,2,False,False
30-03-2022,09:41:34,M2 Purification Room,0,0,,0,False,False
30-03-2022,09:41:35,M1 Saperation Room,2,0,0,2,False,False
30-03-2022,09:41:42,M1 Saperation Room,2,0,0,2,False,False
30-03-2022,09:41:44,M1 Saperation Room,1,0,0,1,False,False
30-03-2022,09:41:49,M1 Saperation Room,2,0,0,2,False,False
30-03-2022,09:41:56,M1 Saperation Room,2,1,0,3,False,False
30-03-2022,09:41:57,M2 Purification Room,1,0,,1,False,False
30-03-2022,09:41:59,M2 Purification Room,0,0,,0,False,False
30-03-2022,09:42:01,M2 Purification Room,1,0,,1,False,False
30-03-2022,09:42:06,M1 Saperation Room,2,1,0,3,False,False
30-03-2022,09:42:21,M1 Saperation Room,3,1,0,4,False,False
30-03-2022,09:42:21,M2 Purification Room,0,0,,0,False,False
30-03-2022,09:42:27,M1 Saperation Room,3,1,1,5,False,False
30-03-2022,09:42:30,M2 Purification Room,0,1,,1,False,True
30-03-2022,09:42:32,M2 Purification Room,0,1,,1,False,True
30-03-2022,09:42:36,M2 Purification Room,0,1,,1,False,True
30-03-2022,09:42:38,M2 Purification Room,0,0,,0,False,False
30-03-2022,09:42:40,M1 Saperation Room,2,2,0,4,False,False
30-03-2022,09:42:44,M2 Purification Room,0,1,,1,True,False
30-03-2022,09:42:45,M1 Saperation Room,1,1,1,3,False,False
30-03-2022,09:42:48,M2 Purification Room,0,1,,1,True,False
30-03-2022,09:42:51,M1 Saperation Room,2,1,0,3,False,False
30-03-2022,09:42:53,M2 Purification Room,0,0,,0,False,False
30-03-2022,09:43:01,M1 Saperation Room,1,1,1,3,False,False
30-03-2022,09:43:03,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,09:43:10,M1 Saperation Room,3,1,0,4,False,False
30-03-2022,09:43:19,M1 Saperation Room,2,1,0,3,False,False
30-03-2022,09:43:23,M2 Purification Room,0,0,,0,False,False
30-03-2022,09:43:25,M1 Saperation Room,2,1,0,3,False,False
30-03-2022,09:43:25,M2 Purification Room,0,0,,0,False,False
30-03-2022,09:43:29,M1 Saperation Room,2,1,0,3,False,False
30-03-2022,09:43:37,M2 Purification Room,0,0,,0,False,False
30-03-2022,09:43:39,M1 Saperation Room,0,0,0,0,False,False
30-03-2022,09:43:48,M1 Saperation Room,0,0,1,1,True,False
30-03-2022,09:43:53,M1 Saperation Room,1,0,1,2,True,False
30-03-2022,09:43:58,M2 Purification Room,1,1,,2,False,False
30-03-2022,09:44:04,M2 Purification Room,0,1,,1,False,False
30-03-2022,09:44:09,M2 Purification Room,0,0,,0,False,False
30-03-2022,09:44:12,M1 Saperation Room,1,0,1,2,True,False
30-03-2022,09:44:15,M2 Purification Room,0,1,,1,False,True
30-03-2022,09:44:16,M1 Saperation Room,1,0,2,3,True,False
30-03-2022,09:44:17,M2 Purification Room,0,1,,1,False,True
30-03-2022,09:44:21,M2 Purification Room,0,0,,0,False,False
30-03-2022,09:44:24,M1 Saperation Room,2,0,1,3,True,False
30-03-2022,09:44:27,M1 Saperation Room,2,0,1,3,True,False
30-03-2022,09:44:31,M1 Saperation Room,1,0,2,3,True,False
30-03-2022,09:44:33,M2 Purification Room,0,1,,1,False,True
30-03-2022,09:44:35,M2 Purification Room,0,1,,1,False,True
30-03-2022,09:44:43,M1 Saperation Room,2,0,1,3,True,False
30-03-2022,09:44:46,M1 Saperation Room,2,0,1,3,True,False
30-03-2022,09:44:48,M2 Purification Room,2,1,,3,False,True
30-03-2022,09:44:51,M2 Purification Room,0,0,,0,False,False
30-03-2022,09:44:55,M2 Purification Room,0,1,,1,True,False
30-03-2022,09:44:55,M1 Saperation Room,1,0,2,3,True,False
30-03-2022,09:44:58,M1 Saperation Room,2,0,3,5,True,False
30-03-2022,09:44:58,M2 Purification Room,0,0,,0,False,False
30-03-2022,09:45:07,M2 Purification Room,1,1,,2,False,True
30-03-2022,09:45:12,M1 Saperation Room,2,0,2,4,True,False
30-03-2022,09:45:16,M1 Saperation Room,1,0,2,3,True,False
30-03-2022,09:45:16,M2 Purification Room,0,1,,1,False,True
30-03-2022,09:45:24,M2 Purification Room,0,1,,1,False,True
30-03-2022,09:45:28,M2 Purification Room,0,0,,0,False,False
30-03-2022,09:45:31,M2 Purification Room,0,1,,1,False,True
30-03-2022,09:45:33,M1 Saperation Room,1,1,2,4,False,False
30-03-2022,09:45:35,M2 Purification Room,0,1,,1,False,True
30-03-2022,09:45:36,M1 Saperation Room,2,1,2,5,False,False
30-03-2022,09:45:38,M2 Purification Room,0,1,,1,True,False
30-03-2022,09:45:41,M2 Purification Room,0,1,,1,True,False
30-03-2022,09:45:44,M2 Purification Room,0,1,,1,False,True
30-03-2022,09:45:47,M1 Saperation Room,1,1,1,3,False,False
30-03-2022,09:45:47,M2 Purification Room,0,1,,1,False,True
30-03-2022,09:45:49,M2 Purification Room,0,1,,1,False,True
30-03-2022,09:45:55,M2 Purification Room,0,0,,0,False,False
30-03-2022,09:45:57,M1 Saperation Room,1,1,1,3,False,False
30-03-2022,09:46:08,M1 Saperation Room,0,1,1,2,False,False
30-03-2022,09:46:14,M1 Saperation Room,1,1,2,4,False,False
30-03-2022,09:46:18,M1 Saperation Room,0,1,1,2,False,False
30-03-2022,09:46:26,M1 Saperation Room,0,1,1,2,False,False
30-03-2022,09:46:30,M1 Saperation Room,0,1,1,2,False,False
30-03-2022,09:46:38,M1 Saperation Room,0,1,1,2,False,False
30-03-2022,09:46:45,M1 Saperation Room,0,1,1,2,False,False
30-03-2022,09:46:50,M2 Purification Room,0,0,,0,False,False
30-03-2022,09:46:54,M1 Saperation Room,0,1,2,3,False,True
30-03-2022,09:47:01,M1 Saperation Room,0,1,2,3,False,True
30-03-2022,09:47:03,M1 Saperation Room,0,1,1,2,False,False
30-03-2022,09:47:38,M1 Saperation Room,1,2,2,5,True,False
30-03-2022,09:47:52,M1 Saperation Room,1,2,2,5,True,False
30-03-2022,09:48:07,M1 Saperation Room,1,2,2,5,True,False
30-03-2022,09:48:10,M1 Saperation Room,1,2,1,4,False,False
30-03-2022,09:48:15,M1 Saperation Room,1,2,2,5,True,False
30-03-2022,09:48:31,M1 Saperation Room,1,0,2,3,True,False
30-03-2022,09:48:34,M1 Saperation Room,2,1,2,5,True,False
30-03-2022,09:48:54,M1 Saperation Room,3,1,3,7,True,False
30-03-2022,09:48:58,M1 Saperation Room,3,0,3,6,True,False
30-03-2022,09:49:01,M1 Saperation Room,3,0,3,6,True,False
30-03-2022,09:49:05,M1 Saperation Room,3,0,2,5,False,False
30-03-2022,09:49:08,M1 Saperation Room,3,1,3,7,True,False
30-03-2022,09:49:25,M1 Saperation Room,1,1,3,5,True,False
30-03-2022,09:49:52,M1 Saperation Room,1,2,1,4,True,False
30-03-2022,09:49:55,M1 Saperation Room,2,2,1,5,True,False
30-03-2022,09:50:18,M1 Saperation Room,2,1,2,5,False,True
30-03-2022,09:50:54,M1 Saperation Room,3,0,2,5,True,False
30-03-2022,09:50:57,M1 Saperation Room,4,0,2,6,True,False
30-03-2022,09:51:07,M1 Saperation Room,4,0,2,6,True,False
30-03-2022,09:51:27,M2 Purification Room,1,0,,1,False,False
30-03-2022,09:51:30,M2 Purification Room,1,0,,1,False,False
30-03-2022,09:51:32,M2 Purification Room,1,1,,2,False,False
30-03-2022,09:51:35,M2 Purification Room,1,0,,1,False,False
30-03-2022,09:51:38,M2 Purification Room,1,0,,1,False,False
30-03-2022,09:51:44,M2 Purification Room,2,1,,3,False,False
30-03-2022,09:51:52,M2 Purification Room,2,0,,2,False,False
30-03-2022,09:52:04,M2 Purification Room,2,1,,3,True,False
30-03-2022,09:52:17,M1 Saperation Room,4,0,2,6,False,True
30-03-2022,09:52:25,M2 Purification Room,2,1,,3,True,False
30-03-2022,09:52:27,M1 Saperation Room,3,0,2,5,False,False
30-03-2022,09:52:33,M1 Saperation Room,3,0,1,4,False,False
30-03-2022,09:52:41,M1 Saperation Room,2,0,2,4,False,False
30-03-2022,09:52:51,M2 Purification Room,1,1,,2,False,False
30-03-2022,09:52:55,M2 Purification Room,1,0,,1,False,False
30-03-2022,09:52:58,M1 Saperation Room,3,0,2,5,True,False
30-03-2022,09:53:06,M1 Saperation Room,2,0,2,4,False,False
30-03-2022,09:53:08,M2 Purification Room,1,0,,1,False,False
30-03-2022,09:56:54,M2 Purification Room,0,0,,0,False,False
30-03-2022,09:57:05,M1 Saperation Room,3,0,2,5,False,False
30-03-2022,09:57:20,M1 Saperation Room,3,0,2,5,False,False
30-03-2022,09:57:40,M1 Saperation Room,2,0,2,4,False,False
30-03-2022,09:58:06,M1 Saperation Room,1,0,2,3,False,False
30-03-2022,09:59:45,M1 Saperation Room,1,1,1,3,False,False
30-03-2022,10:00:12,M1 Saperation Room,1,1,1,3,False,False
30-03-2022,10:00:17,M1 Saperation Room,1,1,2,4,False,False
30-03-2022,10:00:19,M2 Purification Room,0,0,,0,False,False
30-03-2022,10:00:31,M1 Saperation Room,2,0,1,3,False,False
30-03-2022,10:00:46,M1 Saperation Room,2,0,1,3,False,False
30-03-2022,10:00:50,M2 Purification Room,0,0,,0,False,False
30-03-2022,10:01:00,M1 Saperation Room,2,0,2,4,False,False
30-03-2022,10:01:28,M1 Saperation Room,1,1,2,4,False,False
30-03-2022,10:02:10,M1 Saperation Room,1,1,3,5,False,False
30-03-2022,10:02:16,M1 Saperation Room,1,0,2,3,False,False
30-03-2022,10:02:30,M1 Saperation Room,2,0,2,4,False,False
30-03-2022,10:02:56,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,10:03:26,M1 Saperation Room,2,1,0,3,False,False
30-03-2022,10:03:33,M1 Saperation Room,2,1,0,3,False,False
30-03-2022,10:03:59,M1 Saperation Room,2,0,0,2,False,False
30-03-2022,10:04:10,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,10:04:17,M1 Saperation Room,2,1,0,3,False,False
30-03-2022,10:04:25,M1 Saperation Room,2,0,0,2,False,False
30-03-2022,10:04:40,M1 Saperation Room,2,1,0,3,False,False
30-03-2022,10:04:53,M1 Saperation Room,2,1,0,3,False,False
30-03-2022,10:04:59,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,10:05:05,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,10:05:07,M2 Purification Room,0,0,,0,False,False
30-03-2022,10:05:16,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,10:05:42,M2 Purification Room,1,1,,2,False,False
30-03-2022,10:06:03,M1 Saperation Room,0,2,1,3,False,False
30-03-2022,10:06:47,M1 Saperation Room,1,0,1,2,False,False
30-03-2022,10:07:11,M1 Saperation Room,1,0,1,2,False,False
30-03-2022,10:07:18,M1 Saperation Room,1,0,1,2,False,False
30-03-2022,10:07:30,M1 Saperation Room,1,0,0,1,False,False
30-03-2022,10:08:07,M2 Purification Room,0,0,,0,False,False
30-03-2022,10:08:19,M1 Saperation Room,1,0,0,1,False,False
30-03-2022,10:08:20,M2 Purification Room,0,0,,0,False,False
30-03-2022,10:08:23,M2 Purification Room,0,1,,1,False,True
30-03-2022,10:08:25,M1 Saperation Room,1,0,0,1,False,False
30-03-2022,10:08:43,M2 Purification Room,0,0,,0,False,False
30-03-2022,10:09:20,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,10:09:27,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,10:09:55,M1 Saperation Room,1,0,1,2,False,False
30-03-2022,10:10:39,M1 Saperation Room,2,0,0,2,False,False
30-03-2022,10:10:43,M2 Purification Room,0,0,,0,False,False
30-03-2022,10:11:09,M2 Purification Room,0,0,,0,False,False
30-03-2022,10:11:39,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,10:11:41,M2 Purification Room,1,1,,2,False,False
30-03-2022,10:11:48,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,10:11:51,M2 Purification Room,0,1,,1,False,True
30-03-2022,10:11:56,M2 Purification Room,0,0,,0,False,False
30-03-2022,10:12:02,M1 Saperation Room,1,2,0,3,False,False
30-03-2022,10:12:10,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,10:12:25,M1 Saperation Room,1,2,0,3,False,False
30-03-2022,10:12:32,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,10:12:57,M1 Saperation Room,1,2,0,3,False,False
30-03-2022,10:13:13,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,10:14:35,M1 Saperation Room,0,2,0,2,False,False
30-03-2022,10:14:48,M1 Saperation Room,0,1,1,2,False,False
30-03-2022,10:15:02,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,10:15:09,M1 Saperation Room,0,0,0,0,False,False
30-03-2022,10:15:29,M1 Saperation Room,0,1,1,2,False,False
30-03-2022,10:15:42,M1 Saperation Room,1,0,2,3,False,False
30-03-2022,10:15:53,M1 Saperation Room,0,0,2,2,False,False
30-03-2022,10:16:21,M1 Saperation Room,0,0,2,2,False,False
30-03-2022,10:16:33,M1 Saperation Room,1,0,2,3,False,False
30-03-2022,10:16:43,M1 Saperation Room,1,0,2,3,False,False
30-03-2022,10:17:10,M1 Saperation Room,1,0,2,3,False,False
30-03-2022,10:17:25,M1 Saperation Room,1,0,2,3,False,False
30-03-2022,10:17:51,M1 Saperation Room,1,0,2,3,False,False
30-03-2022,10:18:50,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,10:19:33,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,10:19:46,M1 Saperation Room,2,1,1,4,False,False
30-03-2022,10:20:14,M1 Saperation Room,2,1,1,4,False,False
30-03-2022,10:20:21,M1 Saperation Room,2,1,1,4,False,False
30-03-2022,10:20:53,M1 Saperation Room,2,2,0,4,False,False
30-03-2022,10:21:18,M1 Saperation Room,2,2,0,4,False,False
30-03-2022,10:22:03,M1 Saperation Room,1,1,1,3,False,False
30-03-2022,10:22:11,M1 Saperation Room,2,1,2,5,False,False
30-03-2022,10:22:53,M1 Saperation Room,1,2,0,3,False,False
30-03-2022,10:23:24,M1 Saperation Room,3,2,1,6,False,False
30-03-2022,10:23:51,M1 Saperation Room,2,2,2,6,False,False
30-03-2022,10:24:02,M1 Saperation Room,2,2,1,5,False,False
30-03-2022,10:24:25,M1 Saperation Room,3,1,2,6,True,False
30-03-2022,10:26:18,M1 Saperation Room,2,2,1,5,False,False
30-03-2022,10:26:34,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,10:29:44,M1 Saperation Room,3,2,1,6,True,False
30-03-2022,10:30:05,M1 Saperation Room,3,2,0,5,False,False
30-03-2022,10:34:06,M1 Saperation Room,0,2,1,3,False,False
30-03-2022,10:34:30,M1 Saperation Room,1,2,1,4,True,False
30-03-2022,10:37:39,M2 Purification Room,0,1,,1,False,True
30-03-2022,10:37:44,M2 Purification Room,0,0,,0,False,False
30-03-2022,10:38:03,M1 Saperation Room,3,0,0,3,False,False
30-03-2022,10:38:36,M1 Saperation Room,2,0,2,4,True,False
30-03-2022,10:39:20,M1 Saperation Room,2,1,1,4,False,False
30-03-2022,10:39:45,M1 Saperation Room,4,0,0,4,False,False
30-03-2022,10:40:20,M1 Saperation Room,3,0,0,3,False,False
30-03-2022,10:40:41,M1 Saperation Room,3,0,2,5,False,False
30-03-2022,10:40:43,M2 Purification Room,0,0,,0,False,False
30-03-2022,10:40:52,M2 Purification Room,0,0,,0,False,False
30-03-2022,10:41:13,M1 Saperation Room,3,0,4,7,True,False
30-03-2022,10:41:40,M1 Saperation Room,3,0,2,5,True,False
30-03-2022,10:42:28,M1 Saperation Room,2,1,2,5,False,False
30-03-2022,10:42:50,M1 Saperation Room,3,1,1,5,False,False
30-03-2022,10:43:07,M1 Saperation Room,3,0,1,4,False,False
30-03-2022,10:43:35,M1 Saperation Room,3,2,2,7,False,False
30-03-2022,10:44:10,M1 Saperation Room,2,2,3,7,False,False
30-03-2022,10:45:29,M1 Saperation Room,3,0,0,3,False,False
30-03-2022,10:45:43,M1 Saperation Room,5,0,0,5,False,False
30-03-2022,10:47:01,M1 Saperation Room,4,1,0,5,False,False
30-03-2022,10:47:14,M1 Saperation Room,3,2,0,5,False,False
30-03-2022,10:47:39,M1 Saperation Room,2,1,0,3,False,False
30-03-2022,10:47:57,M1 Saperation Room,3,1,1,5,False,False
30-03-2022,10:48:08,M1 Saperation Room,3,1,0,4,False,False
30-03-2022,10:48:25,M1 Saperation Room,3,1,0,4,False,False
30-03-2022,10:48:58,M1 Saperation Room,2,0,0,2,False,False
30-03-2022,10:49:18,M1 Saperation Room,2,2,0,4,False,False
30-03-2022,10:49:40,M1 Saperation Room,2,1,0,3,False,False
30-03-2022,10:49:54,M1 Saperation Room,2,1,0,3,False,False
30-03-2022,10:49:58,M1 Saperation Room,3,1,0,4,False,False
30-03-2022,10:50:19,M1 Saperation Room,3,0,0,3,False,False
30-03-2022,10:50:23,M1 Saperation Room,4,0,0,4,False,False
30-03-2022,10:51:08,M1 Saperation Room,3,2,0,5,False,False
30-03-2022,10:51:46,M1 Saperation Room,3,3,0,6,False,False
30-03-2022,10:52:05,M1 Saperation Room,2,3,0,5,False,False
30-03-2022,10:53:27,M1 Saperation Room,2,0,0,2,False,False
30-03-2022,10:55:02,M1 Saperation Room,1,0,1,2,False,False
30-03-2022,10:55:07,M1 Saperation Room,1,0,0,1,False,False
30-03-2022,10:55:11,M1 Saperation Room,1,0,1,2,False,False
30-03-2022,10:55:18,M1 Saperation Room,1,0,1,2,True,False
30-03-2022,10:55:37,M1 Saperation Room,1,0,0,1,False,False
30-03-2022,10:56:24,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,10:56:47,M1 Saperation Room,1,1,1,3,False,False
30-03-2022,10:57:13,M1 Saperation Room,1,1,1,3,True,False
30-03-2022,10:57:41,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,10:58:31,M1 Saperation Room,3,1,0,4,False,False
30-03-2022,10:59:01,M1 Saperation Room,2,1,2,5,False,False
30-03-2022,10:59:12,M1 Saperation Room,2,1,2,5,False,False
30-03-2022,11:01:56,M1 Saperation Room,2,1,0,3,False,False
30-03-2022,11:02:58,M1 Saperation Room,0,2,1,3,False,False
30-03-2022,11:03:04,M1 Saperation Room,0,3,1,4,False,False
30-03-2022,11:07:01,M1 Saperation Room,0,2,3,5,True,False
30-03-2022,11:07:23,M2 Purification Room,1,1,,2,False,False
30-03-2022,11:07:28,M2 Purification Room,1,1,,2,False,False
30-03-2022,11:07:43,M2 Purification Room,1,1,,2,False,False
30-03-2022,11:07:47,M2 Purification Room,1,1,,2,False,False
30-03-2022,11:07:52,M2 Purification Room,1,0,,1,False,False
30-03-2022,11:07:58,M2 Purification Room,0,1,,1,False,False
30-03-2022,11:08:12,M2 Purification Room,0,0,,0,False,False
30-03-2022,11:11:53,M2 Purification Room,1,2,,3,False,True
30-03-2022,11:12:03,M2 Purification Room,0,1,,1,False,True
30-03-2022,11:12:22,M2 Purification Room,1,0,,1,False,False
30-03-2022,11:13:52,M1 Saperation Room,2,1,0,3,False,False
30-03-2022,11:14:37,M2 Purification Room,0,1,,1,True,False
30-03-2022,11:15:17,M2 Purification Room,0,1,,1,True,False
30-03-2022,11:15:43,M2 Purification Room,0,1,,1,True,False
30-03-2022,11:15:49,M1 Saperation Room,0,2,0,2,False,False
30-03-2022,11:16:18,M1 Saperation Room,0,1,1,2,False,False
30-03-2022,11:16:30,M1 Saperation Room,0,1,1,2,False,False
30-03-2022,11:16:42,M1 Saperation Room,0,1,0,1,False,False
30-03-2022,11:16:51,M1 Saperation Room,0,1,0,1,False,False
30-03-2022,11:17:00,M2 Purification Room,1,0,,1,False,False
30-03-2022,11:17:05,M1 Saperation Room,0,2,0,2,False,False
30-03-2022,11:17:06,M2 Purification Room,0,0,,0,False,False
30-03-2022,11:17:12,M2 Purification Room,0,0,,0,False,False
30-03-2022,11:17:15,M1 Saperation Room,0,2,0,2,False,False
30-03-2022,11:17:26,M1 Saperation Room,1,2,0,3,False,False
30-03-2022,11:17:34,M2 Purification Room,1,0,,1,False,False
30-03-2022,11:17:34,M1 Saperation Room,0,2,0,2,False,False
30-03-2022,11:17:38,M2 Purification Room,0,0,,0,False,False
30-03-2022,11:17:45,M1 Saperation Room,0,1,1,2,False,False
30-03-2022,11:18:17,M1 Saperation Room,0,2,1,3,True,False
30-03-2022,11:18:57,M1 Saperation Room,1,2,1,4,False,False
30-03-2022,11:20:08,M1 Saperation Room,0,1,0,1,False,False
30-03-2022,11:20:17,M1 Saperation Room,0,0,1,1,True,False
30-03-2022,11:20:31,M1 Saperation Room,0,0,1,1,True,False
30-03-2022,11:20:44,M1 Saperation Room,0,1,1,2,True,False
30-03-2022,11:21:27,M1 Saperation Room,1,0,0,1,False,False
30-03-2022,11:21:49,M1 Saperation Room,0,0,1,1,False,False
30-03-2022,11:22:04,M1 Saperation Room,0,0,1,1,True,False
30-03-2022,11:22:12,M1 Saperation Room,0,0,0,0,False,False
30-03-2022,11:22:37,M1 Saperation Room,0,0,2,2,True,False
30-03-2022,11:22:58,M2 Purification Room,1,1,,2,False,False
30-03-2022,11:23:11,M2 Purification Room,0,1,,1,False,True
30-03-2022,11:23:14,M2 Purification Room,0,0,,0,False,False
30-03-2022,11:23:18,M2 Purification Room,0,1,,1,False,True
30-03-2022,11:23:28,M2 Purification Room,1,0,,1,False,False
30-03-2022,11:23:31,M2 Purification Room,0,0,,0,False,False
30-03-2022,11:23:37,M1 Saperation Room,0,1,1,2,False,False
30-03-2022,11:23:58,M1 Saperation Room,0,1,0,1,False,False
30-03-2022,11:24:17,M1 Saperation Room,0,1,0,1,False,False
30-03-2022,11:24:23,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,11:24:41,M1 Saperation Room,0,2,1,3,True,False
30-03-2022,11:26:25,M1 Saperation Room,1,1,0,2,False,False
30-03-2022,11:26:39,M1 Saperation Room,1,1,1,3,False,False
30-03-2022,11:26:48,M1 Saperation Room,2,1,0,3,False,False
30-03-2022,11:27:19,M1 Saperation Room,0,2,0,2,False,False
30-03-2022,11:27:29,M2 Purification Room,0,1,,1,True,False
30-03-2022,11:27:34,M2 Purification Room,0,1,,1,True,False
30-03-2022,11:27:43,M2 Purification Room,0,1,,1,True,False
30-03-2022,11:27:54,M2 Purification Room,0,1,,1,True,False
30-03-2022,11:28:03,M2 Purification Room,0,1,,1,True,False
30-03-2022,11:28:41,M2 Purification Room,0,1,,1,False,True
30-03-2022,11:28:42,M1 Saperation Room,1,4,1,6,False,False
30-03-2022,11:28:47,M2 Purification Room,0,1,,1,False,True
